Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2980,228,15,865,180,2624,197,253,190,1454,Commanche,C7757,1
3011,281,10,741,113,5894,194,241,187,5758,Rawah,C7745,1
2741,173,8,212,0,2310,225,244,152,1515,Rawah,C4744,1
2557,231,20,30,-3,1530,184,254,201,1233,Commanche,C2704,1
2946,29,19,218,28,636,210,195,114,1839,Commanche,C7757,0
2647,74,10,216,35,661,233,220,119,1296,Rawah,C4744,1
2995,55,10,150,-5,4399,226,220,127,684,Rawah,C7101,1
2979,175,19,180,35,2321,227,246,142,2917,Commanche,C7757,1
2871,226,26,212,55,1170,174,253,206,42,Commanche,C4758,1
3247,123,13,595,39,3048,242,230,114,3078,Commanche,C7756,1
3309,18,15,764,185,3197,207,206,133,764,Commanche,C7700,0
2404,39,23,85,21,671,214,184,94,713,Commanche,C4703,5
3111,237,8,120,26,1456,206,247,178,960,Commanche,C7202,0
3285,342,3,459,39,5850,213,235,159,658,Rawah,C7201,0
2416,335,29,150,62,731,142,187,176,1142,Cache,C4703,5
2548,56,21,67,15,361,228,191,87,1645,Commanche,C4703,5
3202,153,5,765,-1,1082,227,240,148,2249,Commanche,C7757,1
3176,63,12,418,24,5294,230,216,117,2571,Rawah,C7745,1
3151,65,20,192,-17,1115,234,195,83,1065,Rawah,C7745,1
2706,359,10,60,0,1092,205,222,154,1866,Rawah,C4744,0
2675,88,14,60,-2,1044,240,216,103,2126,Rawah,C7746,1
3206,265,16,270,45,2852,178,246,205,819,Commanche,C7755,1
2696,144,6,391,88,547,229,239,143,67,Commanche,C2705,2
2891,358,16,767,161,242,192,208,151,1350,Commanche,C4703,1
2715,42,15,309,6,977,221,207,117,1981,Commanche,C7755,1
2720,21,18,283,39,3403,206,200,127,3004,Commanche,C4703,0
2730,152,9,150,7,1896,232,240,140,1120,Rawah,C4744,1
2997,99,18,458,176,366,247,212,87,674,Commanche,C7757,1
3350,80,7,60,-8,2208,229,228,133,3289,Rawah,C8771,6
2954,114,8,0,0,4270,233,233,131,2184,Rawah,C7746,1
3198,2,11,272,32,450,204,218,151,2125,Neota,C7756,0
2518,70,6,256,37,1087,226,229,137,4755,Rawah,C6731,1
3348,311,27,295,104,2216,138,210,207,2264,Neota,C7757,1
3291,334,14,342,48,1452,186,220,173,2018,Neota,C8771,0
2315,340,20,175,78,255,173,206,169,1034,Cache,C4703,2
3153,79,5,446,19,4331,226,231,139,2002,Rawah,C7745,1
2667,25,20,162,36,1557,206,193,117,1464,Rawah,C7745,1
3187,122,15,277,82,1165,244,227,109,2249,Rawah,C7745,0
2935,58,15,212,51,1771,229,207,106,2699,Commanche,C7756,1
2643,48,15,162,35,371,224,206,113,297,Commanche,C4703,1
3204,23,12,150,5,1015,213,215,137,2385,Rawah,C7202,0
3430,95,15,741,67,882,243,216,98,395,Neota,C8776,6
3087,343,13,323,47,4945,192,219,165,511,Rawah,C7745,1
2977,109,19,170,46,3763,249,215,87,1116,Rawah,C7745,1
2870,38,8,323,75,3874,220,222,137,5476,Rawah,C4744,1
3401,239,27,390,146,3389,161,251,218,666,Rawah,C8772,0
2480,110,23,218,21,674,252,208,71,1294,Cache,C2717,2
3386,278,8,255,18,1719,197,242,184,799,Commanche,C8771,6
3001,0,5,342,42,5042,213,231,156,4487,Rawah,C7745,0
2803,27,7,228,7,3252,218,225,144,5267,Rawah,C4744,1
2642,74,23,270,7,1112,240,189,67,1106,Rawah,C7746,1
3112,0,4,85,-1,957,213,232,156,1745,Rawah,C7202,0
3065,106,9,484,-5,1610,235,229,125,1350,Rawah,C7202,0
3315,35,23,127,19,2269,211,184,98,421,Commanche,C8772,6
2936,41,10,192,40,4475,222,217,130,2851,Rawah,C7746,1
3213,278,5,339,23,6024,206,241,173,1800,Rawah,C7201,1
2353,172,21,361,59,891,229,244,137,420,Cache,C2717,3
3205,17,8,391,33,1498,214,223,146,2148,Neota,C7202,1
3445,327,21,765,89,2554,164,211,184,1356,Commanche,C7756,0
3038,33,7,331,93,2922,219,226,143,1500,Commanche,C7756,0
2969,356,15,30,6,2408,195,212,154,1705,Commanche,C7757,0
2983,109,27,150,6,420,254,198,53,1273,Rawah,C7746,0
3280,259,10,90,1,3672,197,246,187,1637,Commanche,C7756,0
2754,85,10,382,-5,914,235,222,118,2556,Rawah,C7745,1
2409,149,4,127,-4,696,225,239,149,1001,Commanche,C2703,2
2922,72,5,255,3,4729,226,230,138,3403,Rawah,C7202,0
2976,45,11,794,220,1482,223,217,127,1919,Commanche,C7757,1
3213,206,7,124,9,5635,216,247,166,1050,Rawah,C7745,0
3303,84,9,150,43,6026,233,225,125,618,Rawah,C8771,0
2922,207,14,85,3,5182,211,252,174,3719,Rawah,C7745,1
3256,84,9,589,97,1307,233,225,123,2010,Rawah,C7745,0
3193,116,23,108,29,2583,252,212,75,2971,Commanche,C7757,0
3165,134,20,90,-23,2574,247,226,97,2564,Rawah,C7746,0
2295,261,28,60,25,1323,139,241,232,467,Cache,C2702,5
2972,28,5,240,33,5892,218,230,148,4067,Rawah,C7700,1
3272,95,32,85,35,2420,251,175,27,3022,Rawah,C7745,1
2204,321,35,201,137,618,114,184,198,878,Cache,C4703,5
2710,199,32,124,55,2445,192,247,169,787,Commanche,C2705,1
2522,120,29,361,114,331,254,201,52,1231,Commanche,C2705,2
2257,142,29,127,76,1189,247,219,80,1106,Cache,C2704,3
3089,56,19,524,5,1865,229,197,94,2469,Rawah,C7745,1
3414,266,3,1077,208,1293,211,241,167,1889,Commanche,C7756,0
2639,169,21,0,0,2045,230,243,134,2016,Commanche,C6102,2
3322,266,15,752,194,3870,180,245,204,2248,Commanche,C7757,1
3322,165,29,108,22,1355,231,235,114,1167,Rawah,C8772,0
3390,92,12,335,108,2192,239,221,110,2618,Rawah,C8776,0
2823,284,35,150,72,2400,105,216,239,589,Commanche,C4758,1
2853,92,19,277,90,1595,246,207,82,1627,Commanche,C7757,4
3112,157,14,90,4,495,235,241,133,1855,Rawah,C7201,0
3214,150,19,313,69,1260,241,236,117,1805,Neota,C7202,0
3157,2,24,768,2,1234,179,187,139,1682,Commanche,C7700,0
3080,53,7,242,46,6674,224,225,135,3145,Rawah,C7745,1
3432,275,6,216,18,1952,205,241,176,3561,Neota,C7756,0
3047,30,24,573,141,4387,205,181,101,4294,Rawah,C7745,0
3329,25,10,365,0,1561,215,219,140,2197,Rawah,C8771,0
3275,295,15,268,57,4221,175,234,199,1889,Commanche,C7201,0
2879,148,14,30,-6,1080,238,238,126,1847,Commanche,C7757,1
3010,182,11,30,-5,859,223,248,156,834,Commanche,C7202,1
2857,335,15,658,283,1410,184,218,173,973,Commanche,C7757,1
2988,48,14,335,48,1419,224,209,116,751,Commanche,C7756,1
3362,276,14,514,-13,3000,181,242,200,1982,Rawah,C8772,0
2951,33,17,390,62,2407,214,199,116,1507,Commanche,C7756,0
3041,0,11,201,17,4657,203,219,153,967,Rawah,C7745,0
2204,296,27,60,36,1100,134,220,221,534,Cache,C4703,2
2968,352,5,335,141,5142,211,231,158,5050,Rawah,C4744,1
3008,142,11,350,127,1782,236,238,131,912,Commanche,C7757,1
3309,348,17,30,9,1470,186,209,160,1699,Neota,C7202,0
3116,54,17,150,31,5123,228,201,101,1443,Rawah,C7201,0
3125,354,10,277,50,2022,204,223,157,2423,Commanche,C7756,1
3104,172,13,234,-22,2320,228,246,148,1805,Commanche,C7756,1
3044,63,17,467,135,4296,233,203,97,4670,Rawah,C7745,0
2820,92,20,201,95,2007,246,205,79,499,Commanche,C4758,4
2616,208,13,60,-6,1218,211,251,174,871,Commanche,C6102,2
3197,80,18,693,-9,1368,241,206,89,2561,Commanche,C7757,1
3203,321,6,190,19,313,204,234,169,1106,Neota,C7202,0
3147,275,11,270,38,175,189,243,193,3144,Commanche,C7202,1
2712,346,20,180,57,1822,176,203,163,1706,Rawah,C7745,1
2944,222,6,180,17,1959,213,245,169,1866,Commanche,C7756,1
2829,83,4,60,7,2497,225,233,143,2431,Rawah,C4744,1
3426,343,13,774,141,2343,192,219,165,1401,Commanche,C7756,0
3276,37,12,300,87,1084,219,214,128,1718,Rawah,C7201,0
3143,328,17,384,136,2591,177,218,179,2543,Commanche,C7700,0
3410,117,17,485,47,752,247,222,98,589,Neota,C8776,6
2755,119,25,108,46,1154,253,209,68,644,Commanche,C4758,1
2814,108,8,85,13,3494,233,232,130,6483,Rawah,C4744,1
2264,54,15,60,13,124,228,207,110,939,Cache,C4703,5
2811,8,19,127,28,2430,194,198,137,2874,Rawah,C7745,1
2391,36,22,150,17,830,212,187,101,1022,Cache,C4703,5
3047,298,8,618,56,5799,198,237,180,5220,Rawah,C4744,0
3346,270,9,120,1,5226,198,243,185,902,Rawah,C8772,0
3043,145,23,966,156,3105,245,229,100,1631,Commanche,C7757,1
3196,352,7,0,0,5047,208,229,158,1754,Rawah,C7202,0
3119,35,21,418,78,1382,213,190,105,1087,Commanche,C7756,0
3013,343,11,120,14,2874,197,223,164,1624,Commanche,C7756,1
3263,270,3,335,-10,920,212,240,166,3152,Neota,C7202,1
3040,106,23,698,230,700,252,205,68,1429,Rawah,C7745,0
2870,159,7,335,0,1150,228,242,146,2114,Rawah,C7746,1
3482,41,19,722,267,2280,219,195,104,1699,Rawah,C8776,0
3404,120,15,365,-60,1940,245,226,105,2965,Neota,C8771,0
3163,146,9,182,30,964,233,239,138,2110,Neota,C7202,0
2840,32,13,277,42,1922,216,211,128,1563,Rawah,C7202,1
2833,222,27,210,57,1950,177,253,201,2144,Commanche,C4758,1
3227,357,25,95,42,4232,173,186,144,3602,Commanche,C7700,0
3173,225,10,700,29,6159,207,249,179,1142,Rawah,C7745,1
2849,143,7,532,48,2556,231,239,141,2856,Rawah,C4744,1
3183,103,13,30,-6,2669,241,223,109,2630,Rawah,C7746,0
3008,329,12,467,164,5340,190,225,174,5139,Rawah,C7700,1
2806,38,21,234,26,2787,215,190,102,150,Commanche,C4703,0
3198,308,12,120,15,806,188,232,185,845,Neota,C7700,0
3336,241,18,420,115,1889,183,252,204,3329,Rawah,C7745,0
2671,192,6,0,0,2375,220,244,160,2414,Rawah,C6101,1
2891,91,18,85,-21,234,244,209,88,1114,Rawah,C7745,0
2877,274,10,150,22,3462,193,243,189,2797,Rawah,C7202,0
2713,143,24,153,80,1661,246,227,95,2563,Rawah,C7746,1
2919,180,1,350,13,4673,219,239,157,4752,Rawah,C3501,1
3100,178,5,212,43,1415,223,243,155,1518,Commanche,C7202,0
2984,68,3,150,17,4925,222,234,148,1343,Rawah,C7745,1
3275,86,8,150,-14,4050,232,227,129,2147,Rawah,C8771,0
2526,194,22,391,152,702,211,252,164,912,Commanche,C2704,2
2955,129,9,390,128,4987,235,235,130,5064,Rawah,C4744,1
2925,128,8,228,21,4306,234,235,132,4057,Rawah,C7745,1
2802,29,18,283,38,891,211,198,118,700,Commanche,C7755,1
2614,165,8,30,2,633,228,243,148,1144,Rawah,C4744,1
2768,60,4,201,10,2547,223,231,144,6177,Rawah,C4744,1
2989,123,12,283,39,309,240,231,120,1415,Rawah,C7202,0
2732,275,12,30,6,2355,188,243,194,180,Commanche,C7757,1
2915,31,11,210,-12,778,217,216,133,2263,Rawah,C7745,1
3073,42,24,384,26,4766,216,180,88,3231,Rawah,C7745,0
3181,45,4,459,86,5032,221,231,146,2118,Rawah,C7101,0
3090,338,17,67,21,3463,180,213,171,3004,Commanche,C7700,0
2692,74,21,30,14,1358,240,194,75,1328,Commanche,C4758,5
2866,80,26,216,44,339,244,185,56,212,Rawah,C7201,0
3108,160,7,0,0,600,228,242,147,2030,Rawah,C7202,0
2869,124,22,150,46,644,251,217,82,1276,Commanche,C4758,4
2616,255,14,335,12,1745,187,248,199,691,Commanche,C2703,2
2980,238,20,170,76,2391,179,253,206,1536,Commanche,C7757,1
3160,59,3,466,53,5546,221,233,148,560,Rawah,C7745,0
3116,285,12,242,34,1396,187,240,193,1956,Commanche,C7202,1
2962,293,5,162,36,1498,205,239,173,1329,Rawah,C7746,1
3260,213,25,391,100,426,190,254,189,1114,Rawah,C7201,0
2715,353,20,85,20,2442,181,201,154,2079,Commanche,C7700,1
2893,347,18,150,36,2510,183,208,162,1150,Commanche,C7757,1
3093,67,20,180,52,997,236,196,84,1485,Commanche,C7757,0
3053,48,7,42,0,3550,223,224,136,531,Commanche,C7202,0
3271,117,13,295,37,1552,241,228,114,2069,Commanche,C7756,0
2896,69,14,90,-18,630,234,212,107,1441,Commanche,C7756,0
3280,151,32,720,59,1543,241,221,83,3350,Rawah,C7745,0
2748,72,10,342,-24,1744,231,221,122,2274,Rawah,C4744,1
2560,197,29,297,151,1477,198,249,167,854,Commanche,C2705,2
3278,186,13,570,64,700,222,249,158,2619,Commanche,C4758,1
3041,73,9,285,-2,3515,231,223,124,2799,Rawah,C7746,0
2431,153,14,342,90,842,236,240,131,1200,Commanche,C2703,2
2705,58,24,192,91,1167,229,182,73,875,Commanche,C7757,1
2703,18,9,319,2,693,213,221,144,1855,Rawah,C4744,0
2889,178,5,430,73,3610,223,243,155,3155,Rawah,C4744,1
2649,77,8,350,-2,603,230,226,129,1466,Rawah,C4744,1
3233,172,14,150,7,3339,228,246,146,810,Commanche,C7757,1
3145,332,5,150,16,759,209,234,163,1136,Neota,C7201,0
2892,359,23,120,38,120,179,190,143,1907,Rawah,C7746,0
3155,119,15,418,117,350,245,225,105,1615,Rawah,C7201,1
2191,6,23,90,27,1364,185,189,135,466,Cache,C4703,5
2949,239,14,295,33,5340,194,251,193,3810,Rawah,C7745,1
3590,23,5,395,53,1790,217,228,148,1606,Neota,C8776,6
2283,311,38,170,101,1209,93,183,216,492,Cache,C4703,2
2893,293,21,618,178,362,157,230,211,1729,Commanche,C4703,1
3032,0,7,592,52,1342,210,228,155,2480,Rawah,C7745,1
2690,358,14,190,99,977,198,213,153,2377,Rawah,C7745,1
2932,105,5,30,4,2167,229,233,138,3029,Commanche,C7202,0
3246,79,22,531,160,3225,242,195,72,598,Commanche,C7700,0
2912,16,6,0,0,3852,215,227,149,4952,Rawah,C7102,0
2925,41,13,503,-19,591,221,211,123,1731,Rawah,C7745,1
2995,192,12,0,0,5624,219,249,162,2576,Rawah,C7745,0
3180,122,3,0,0,3571,225,237,147,3155,Rawah,C7202,0
2910,221,13,0,0,976,204,252,183,607,Commanche,C7202,0
2920,339,11,190,14,3004,196,224,167,1608,Commanche,C7201,0
2968,142,8,335,-9,3946,233,238,137,5732,Rawah,C7745,1
2976,125,24,277,50,1689,252,215,76,1321,Commanche,C4758,1
3150,47,15,342,44,2263,224,205,111,1556,Commanche,C7756,1
3230,0,12,680,62,4137,203,218,152,3492,Rawah,C7745,0
3694,21,8,1087,285,5076,215,223,145,3345,Commanche,C8776,6
3273,210,12,108,14,3327,211,251,174,1463,Commanche,C7202,0
2991,63,13,417,7,3893,231,213,112,4729,Rawah,C7745,1
3354,312,21,127,44,3586,160,220,198,1687,Commanche,C7756,0
3129,100,21,466,117,3036,249,206,74,845,Commanche,C7757,0
2883,63,27,228,67,700,232,174,57,573,Commanche,C7757,1
3324,135,3,510,90,3744,224,238,150,1513,Rawah,C8776,6
2569,32,15,365,29,579,216,206,123,685,Rawah,C7102,1
3306,38,11,339,41,1062,220,216,129,633,Neota,C7756,0
3284,322,22,417,109,4482,158,212,191,1323,Rawah,C8771,6
3016,86,20,408,77,1489,245,202,78,2361,Commanche,C7757,1
3119,8,13,390,35,1565,204,213,145,2813,Commanche,C7755,0
2726,82,14,551,-22,757,239,214,102,2635,Rawah,C7745,1
3088,59,22,228,45,1134,231,189,80,2239,Commanche,C8772,0
3204,173,22,350,113,3785,227,245,138,624,Commanche,C7757,1
2899,97,24,30,-16,362,251,197,60,1611,Rawah,C7745,0
3090,37,27,150,28,1273,208,172,85,569,Rawah,C7201,0
3031,119,24,212,16,874,252,212,73,1341,Commanche,C4758,1
2947,333,11,258,57,3237,195,226,170,1867,Rawah,C7745,1
3256,28,8,674,65,5761,217,223,141,2669,Rawah,C7745,1
3259,225,5,752,128,1871,213,245,169,2306,Commanche,C7755,0
2282,334,37,247,148,960,113,164,175,430,Cache,C4703,2
2967,236,2,234,25,1814,216,240,162,2190,Commanche,C7756,1
3053,8,24,192,63,1595,185,185,130,1550,Commanche,C7755,1
3224,70,9,30,1,3996,230,223,125,2711,Rawah,C7202,6
2925,337,22,210,4,2105,167,204,173,376,Commanche,C7756,0
3365,188,13,342,7,1761,220,249,160,3803,Neota,C8771,0
2855,93,9,295,58,2542,234,227,125,3121,Rawah,C4744,1
3030,301,17,153,66,2460,170,230,200,1110,Commanche,C7755,1
2977,117,9,256,14,4986,236,232,128,2596,Rawah,C7745,0
2846,105,17,418,84,469,247,216,91,603,Commanche,C7757,0
2921,299,35,210,117,1984,102,202,228,1190,Commanche,C7757,1
2925,341,10,553,166,2731,199,225,165,1176,Commanche,C7755,1
3268,329,11,134,42,1458,194,227,173,577,Rawah,C8771,0
3113,326,22,150,27,3871,159,209,187,395,Commanche,C7700,0
3168,189,12,313,41,997,220,249,160,624,Commanche,C7756,0
2686,23,12,30,2,1630,213,214,136,3734,Rawah,C4744,1
3224,358,5,124,-5,4602,211,230,156,738,Rawah,C8771,0
3069,45,14,430,17,1811,223,210,118,2576,Rawah,C7745,0
2877,81,28,170,43,5555,244,178,45,4524,Rawah,C7745,1
3075,208,11,541,16,330,212,251,173,1265,Commanche,C7756,1
3078,310,16,698,312,1019,175,228,192,1426,Commanche,C7755,0
3070,117,10,153,-19,6797,237,231,125,2881,Rawah,C7746,1
2935,15,11,600,140,2930,210,217,143,1266,Commanche,C7756,1
2757,77,9,60,-6,1476,232,224,125,2073,Rawah,C7745,1
3010,56,25,446,208,454,227,179,71,1421,Rawah,C7746,0
2821,11,9,258,42,3289,211,222,148,1116,Commanche,C7756,1
3036,259,14,134,0,3087,185,247,200,1779,Commanche,C4758,1
2889,90,1,240,7,3830,221,236,151,3630,Rawah,C7745,1
3056,348,10,212,26,3716,201,223,161,738,Commanche,C7201,0
3041,312,13,270,19,4815,185,230,185,2812,Rawah,C7745,0
3234,265,8,210,65,4843,199,244,184,721,Rawah,C7202,0
2858,46,15,30,0,446,224,207,114,1663,Rawah,C7745,1
2988,111,8,499,-2,6438,234,231,129,2906,Rawah,C7746,1
2654,85,25,30,0,134,246,189,58,684,Rawah,C7746,4
2936,112,16,30,7,1897,246,222,100,2818,Commanche,C7101,1
3065,350,7,0,0,4241,208,228,159,2288,Rawah,C7202,1
3702,7,13,1008,293,5009,204,214,146,3211,Commanche,C8776,6
2996,179,12,589,110,1482,225,247,153,1878,Commanche,C7756,1
2552,159,11,210,-2,1177,232,242,140,1377,Commanche,C2703,2
3105,279,9,150,22,1168,196,241,184,1584,Neota,C7700,0
2697,99,13,150,17,1315,241,221,108,1869,Rawah,C7202,1
3081,347,21,67,19,4089,176,202,161,750,Rawah,C7201,0
3218,122,7,306,-11,4267,233,234,134,1082,Rawah,C7745,0
3068,172,7,124,4,2430,225,244,152,3624,Rawah,C7202,0
3235,315,5,342,57,1008,207,236,167,541,Neota,C7756,0
2378,66,13,0,0,649,232,213,110,858,Cache,C2703,3
2913,144,8,446,10,4538,232,239,138,4452,Rawah,C7202,1
2965,279,10,390,56,5831,194,242,187,3055,Rawah,C7745,1
2633,134,14,30,3,1557,241,233,118,2580,Rawah,C7746,1
3046,311,10,402,92,684,193,233,180,845,Neota,C7201,1
2869,4,13,331,74,3201,203,215,149,1082,Commanche,C7756,1
3187,122,22,95,23,2598,251,216,81,2942,Commanche,C7757,0
3302,355,18,361,111,1511,189,206,153,2686,Rawah,C7202,0
3201,357,13,594,10,3217,199,216,154,3365,Rawah,C7746,0
2816,78,17,108,13,2554,240,206,91,1852,Rawah,C7745,1
3031,249,4,162,10,3307,211,242,170,212,Rawah,C7745,0
3141,91,10,67,4,2112,235,225,120,2079,Rawah,C7745,0
3435,122,15,371,38,2222,244,227,107,3491,Rawah,C8776,6
3057,348,13,134,28,150,194,217,161,949,Rawah,C7201,1
2394,130,11,534,127,600,238,234,124,932,Cache,C2704,2
3023,264,21,212,40,3398,163,244,218,1746,Commanche,C7700,0
2299,22,10,150,24,750,214,218,140,664,Cache,C2703,2
3019,6,25,240,-6,789,180,183,132,1208,Commanche,C7700,0
2712,151,16,201,36,1879,238,238,125,2290,Commanche,C4703,1
3006,291,3,30,1,5520,210,239,167,2156,Rawah,C7201,0
2471,346,33,277,66,474,140,170,156,1451,Commanche,C4703,1
3293,43,8,150,14,1855,222,222,136,4800,Neota,C7201,0
2511,0,13,212,42,42,200,215,152,524,Cache,C2717,1
2183,303,28,120,46,1124,133,214,216,691,Cache,C4703,5
2569,106,20,30,2,878,249,212,83,3296,Rawah,C7745,1
3329,283,28,446,126,595,131,228,230,902,Neota,C7757,0
3071,168,10,713,12,256,228,244,147,1092,Commanche,C7756,1
2786,250,6,30,7,2268,208,244,174,1343,Rawah,C7202,1
2920,356,14,60,5,3137,197,215,155,2258,Rawah,C7745,1
3203,70,19,309,71,674,237,199,86,5421,Neota,C7201,0
2405,7,13,42,4,1233,204,214,146,870,Commanche,C4703,2
3212,27,12,30,0,1921,215,215,135,1825,Commanche,C7202,0
2781,135,8,0,0,1812,233,237,136,2379,Commanche,C6102,4
2864,131,14,150,32,964,242,232,117,1722,Commanche,C4703,1
3098,205,9,192,7,2063,215,248,168,693,Commanche,C7756,1
2339,216,4,365,-35,95,216,243,165,644,Cache,C2703,2
3225,165,3,258,22,4669,222,240,154,684,Rawah,C7745,1
3011,233,20,400,214,2683,184,253,202,1677,Commanche,C7757,0
3027,279,16,67,16,1390,175,241,204,2589,Commanche,C7201,0
3025,254,8,162,18,5622,203,245,181,2023,Rawah,C7201,0
3383,273,5,794,200,983,207,241,173,600,Neota,C7755,0
2986,353,6,120,3,1782,210,230,158,3515,Rawah,C7202,0
3170,302,6,42,5,2995,203,237,174,1092,Commanche,C7202,1
3366,288,12,319,58,1695,186,239,192,1919,Commanche,C7756,0
2917,130,4,150,35,1177,226,237,145,2359,Commanche,C7755,1
2841,216,36,400,-95,3345,159,245,198,1533,Commanche,C4758,1
3044,118,10,467,-16,1158,238,231,123,1415,Rawah,C7745,1
2904,349,11,532,54,2130,200,222,160,1426,Commanche,C7755,1
3252,221,15,162,30,1933,201,253,185,4020,Neota,C7201,0
2792,158,25,95,23,4054,238,235,111,5397,Rawah,C7746,1
2972,263,18,351,103,2860,173,246,210,730,Commanche,C4758,1
3351,343,18,616,63,2389,181,211,166,1048,Commanche,C7756,0
2913,144,6,182,9,3742,230,239,143,1652,Rawah,C4744,1
3203,57,16,30,5,3840,229,203,102,2940,Rawah,C7202,6
2665,70,30,120,60,1209,236,169,42,1235,Commanche,C7757,1
2486,115,5,390,9,930,229,235,140,4052,Rawah,C6731,1
2783,84,29,150,62,2362,246,177,40,708,Commanche,C4703,1
3113,240,11,247,37,2979,198,250,188,1426,Commanche,C7756,0
3065,72,12,30,4,1318,233,217,114,1687,Commanche,C7756,0
2945,135,7,283,45,4583,232,237,137,6413,Rawah,C7745,1
2451,100,25,182,1,706,251,198,60,488,Cache,C2702,2
3003,65,5,270,-18,1208,225,230,140,708,Commanche,C7202,0
3283,209,12,402,0,1655,211,251,174,4089,Neota,C7756,0
2095,325,30,60,32,1018,131,191,192,277,Cache,C4703,2
2321,307,19,256,38,1158,164,225,199,931,Cache,C4704,5
3101,90,2,175,3,4159,222,236,150,1406,Rawah,C7202,0
3054,260,9,782,55,5761,197,245,187,3623,Rawah,C7745,0
2953,118,9,283,23,3437,237,232,126,1182,Rawah,C7745,1
3233,104,25,85,47,3344,252,200,60,3705,Rawah,C8771,0
3138,301,24,600,97,1048,145,221,213,1148,Commanche,C7757,1
2867,91,15,150,9,3171,242,216,100,4279,Rawah,C7745,1
3143,121,12,150,2,2465,240,230,117,1635,Commanche,C7756,1
2507,334,17,127,49,750,179,215,174,531,Commanche,C4703,5
3108,247,16,127,43,2400,184,250,203,841,Commanche,C7756,1
3328,40,7,418,104,2993,221,224,138,3302,Commanche,C7756,6
3310,326,23,127,34,3238,158,208,186,2414,Commanche,C7700,0
2857,4,12,67,10,3921,204,218,150,6290,Rawah,C7745,1
3040,328,7,492,95,2795,203,232,168,1742,Commanche,C7756,0
3322,269,23,1116,401,3544,154,241,223,2632,Commanche,C7709,1
3071,275,3,518,-23,2685,212,240,166,895,Commanche,C7202,0
2758,18,3,272,25,2839,217,233,153,5163,Rawah,C4744,1
3014,5,15,339,74,2880,200,210,146,1561,Commanche,C7757,1
3173,58,4,342,56,752,223,230,143,2039,Commanche,C7201,0
3168,330,8,242,45,3015,202,231,168,3311,Rawah,C7745,0
2568,352,16,450,81,870,189,210,157,1129,Cache,C4703,2
2991,149,16,30,-4,722,239,237,122,1429,Commanche,C7757,1
3252,38,8,361,73,4224,220,222,136,2888,Rawah,C7745,0
3070,89,10,765,98,2448,235,224,120,2255,Commanche,C7756,0
2598,9,3,330,5,787,216,233,154,5464,Rawah,C7745,1
3345,60,18,256,60,1812,231,200,95,1812,Rawah,C8776,0
2709,247,7,324,42,994,205,246,179,1590,Rawah,C7745,1
2801,55,12,234,79,3532,227,215,119,5798,Rawah,C4744,1
3248,325,11,551,117,1831,191,227,176,2208,Commanche,C7757,0
3255,322,13,591,3,4385,187,227,179,875,Commanche,C7756,0
2784,201,26,108,60,2773,199,252,173,1100,Commanche,C2705,1
2822,48,30,492,58,1064,216,161,60,2078,Commanche,C4758,1
2519,213,32,150,75,228,173,249,193,934,Commanche,C2704,1
3023,235,18,268,18,5818,186,253,200,1879,Rawah,C7745,1
3430,153,20,175,23,4117,240,236,117,3932,Commanche,C7757,6
2805,351,19,120,15,1805,184,205,157,1256,Commanche,C7757,0
2394,306,15,0,0,424,176,230,193,918,Cache,C4703,2
2831,106,14,30,3,2718,243,223,107,2512,Rawah,C7202,1
3207,79,14,616,126,1440,238,214,104,3422,Commanche,C7757,0
3128,74,4,0,0,2553,225,231,142,1177,Rawah,C7745,1
3395,11,6,828,205,1130,214,228,151,792,Neota,C7755,0
2778,52,10,120,11,2283,226,218,125,1214,Rawah,C7202,1
2416,353,12,277,110,404,200,219,157,309,Cache,C4703,2
3158,106,3,351,77,1366,226,235,145,3369,Commanche,C7757,0
2906,13,4,268,37,3388,215,231,152,3013,Rawah,C4744,1
3014,0,8,618,174,5574,208,225,154,5166,Rawah,C4744,0
3201,179,26,270,88,2845,220,244,139,966,Commanche,C7757,0
3211,86,11,0,0,2913,236,221,115,2844,Commanche,C7757,0
3232,100,5,516,211,2721,229,233,138,2932,Commanche,C7755,0
3202,41,15,420,54,5414,221,207,118,2534,Rawah,C7745,1
2622,292,18,270,104,1110,165,233,207,1740,Commanche,C7755,5
3047,266,10,660,180,5976,195,245,188,3822,Rawah,C7745,1
3055,153,22,371,44,1266,240,235,113,960,Rawah,C7745,1
2592,77,12,201,28,240,235,218,113,1099,Rawah,C4744,1
2808,123,30,127,67,2213,254,202,52,466,Commanche,C4758,4
